"dataResourceUid","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinates","verbatimLatitude","verbatimLatitude","verbatimLongitude","verbatimLongitude","verbatimCoordinateSystem","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","verbatimBasisOfRecord","measurementDeterminedDate","videos","species","relationshipAccordingTo","resourceRelationshipID","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","identifierRole","relationshipOfResource","measurementMethod","provenance","sounds","recordID","rights","source","verbatimScientificName","verbatimContinent","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","2845017239","OBS.182958141","","User 123744","1","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/182958141","Observations","","","","","","Androcymbium europaeum","","","","","","2019-12-01T23:00:00Z","","","","2019","12","2","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata-Níjar","Spain - Cabo de Gata-Níjar","","","","","","","","","","","","36.732425","-2.14722","EPSG:4326","25.0","","","","36.732425","","-2.14722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","49559479-e8ee-4886-861f-b5e4ca901d66","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY 4.0 (Int)","","","","","4e11d750-bafb-11d9-8e53-b8a03c50a862","","7f5260c2-f762-11e1-a439-00145eb45e9a","GBIF.ES","GBIF-REPATRIADOS","","W","PRESERVED_SPECIMEN","","","","1831515726","2017-0008823","",", P. | García, Escobar","","","","","","","","","PRESENT","","","","","","","https://w.jacq.org/W20170008823","Herbarium W","","","","","","Androcymbium europaeum (Lange) K. Richt.","","","","","","2016-12-09T23:00:00Z","","","","2016","12","10","","","","","","","","","","","","","","","","Spain","ES","Granada","","","España, Andalucía, Almería, Níjar, Cerca de Ruescas","España, Andalucía, Almería, Níjar, Cerca de Ruescas","","","","","","","","","","","","36.91","-3.23222","EPSG:4326","","","","","36.91","","-3.23222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Escobar García","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","29e11d9c-13ce-4ea8-93d0-602d681fc222","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","4058164506","OBS.262411010","","User 84067","1000","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/262411010","Observations","","","","","","Androcymbium europaeum","","","","","","2023-01-15T23:00:00Z","","","","2023","1","16","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata-Níjar","Spain - Cabo de Gata-Níjar","","","","","","","","","","","","36.73232","-2.147892","EPSG:4326","25.0","","","","36.73232","","-2.147892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","d8a66d70-9460-4f44-987a-0ff02b8cb545","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","4056828693","OBS.261008201","","User 40019","20","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/261008201","Observations","","","","","","Androcymbium europaeum","","","","","","2022-12-21T23:00:00Z","","","","2022","12","22","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata-Níjar","Spain - Cabo de Gata-Níjar","","","","","","","","","","","","36.733047","-2.146637","EPSG:4326","4.0","","","","36.733047","","-2.146637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","71f71cb6-a940-4152-b49e-73198da1fffa","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","2841152157","OBS.114686739","","User 84067","1","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/114686739","Observations","","","","","","Androcymbium europaeum","","","","","","2016-02-02T23:00:00Z","","","","2016","2","3","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata","Spain - Cabo de Gata","","","","","","","","","","","","36.74645","-2.122078","EPSG:4326","100.0","","","","36.74645","","-2.122078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","cb4bbc02-54f9-4bbf-8c93-7c229c554e55","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","4058413522","OBS.262883379","","User 147025","1","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/262883379","Observations","","","","","","Androcymbium europaeum","","","","","","2023-01-22T23:00:00Z","","","","2023","1","23","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata-Níjar","Spain - Cabo de Gata-Níjar","","","","","","","","","","","","36.732564","-2.147411","EPSG:4326","","","","","36.732564","","-2.147411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","01db14ab-9cb4-47c7-885e-18ec8ca170fe","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC0","","","","","4c415e40-1e21-11de-9e40-a0d6ecebb8bf","","c1a13bf0-0c71-11dd-84d4-b8a03c50a862","GBIF.ES","GBIF-REPATRIADOS","","UPS","PRESERVED_SPECIMEN","","","","351704131","V-514491","","","","","","","","","","","PRESENT","","","","","","","UPS:BOT:V-514491","BOT","","","","","","Androcymbium europaeum (Lange) K.Richt.","","","","","","1851-12-13T00:14:44Z","","","","1851","12","13","","","","","","","","","","","","","","","","Spain","ES","","","","Inter promontorium Cabo de Gata & urbem Almería","Inter promontorium Cabo de Gata & urbem Almería","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ISOTYPE","Ute & Dietrich Müller-Doblies","1998-01-01T00:00","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","3d5ddb61-2302-45e1-8bcc-fb82de398b95","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","4057866541","OBS.262045780","","User 84067","100","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/262045780","Observations","","","","","","Androcymbium europaeum","","","","","","2023-01-10T23:00:00Z","","","","2023","1","11","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata-Níjar","Spain - Cabo de Gata-Níjar","","","","","","","","","","","","36.747287","-2.121812","EPSG:4326","25.0","","","","36.747287","","-2.121812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","841160fe-0442-4b0a-9309-1f1742d665d6","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC0","","","","","57254bd0-8256-11d8-b7ed-b8a03c50a862","","85714c48-f762-11e1-a439-00145eb45e9a","GBIF.ES","GBIF-REPATRIADOS","","B","PRESERVED_SPECIMEN","","","","144834167","B 10 0167618","","Jerónimo","","","","","","","","","PRESENT","","","","","","","https://herbarium.bgbm.org/object/B100167618","Herbarium Berolinense","","","","","","Androcymbium europaeum (Lange) K.Richt.","","","","","","1931-01-23T00:00:00Z","","","","1931","1","23","","","","","","","","","","","","","","","","Spain","ES","","","","Spain: Almeria: Cerro de San Cristóbal. 23.01.1931, Leg.: Jerónimo s.n.","Spain: Almeria: Cerro de San Cristóbal. 23.01.1931, Leg.: Jerónimo s.n.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","W. Greuter","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","6edac2c6-566c-4921-8651-4e1dd9b09dc9","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","Stichting Observation International","","","","c8d737e0-2ff8-42e8-b8fc-6b805d26fc5f","","8a863029-f435-446a-821e-275f4f641165","GBIF.ES","GBIF-REPATRIADOS","","","HUMAN_OBSERVATION","","","","4055883612","OBS.156840957","","User 41685","1","","","","","","","","PRESENT","","","","","","","https://observation.org/observation/156840957","Observations","","","","","","Androcymbium europaeum","","","","","","2018-03-22T23:00:00Z","","","","2018","3","23","","","","","","","","","","","","","","","","Spain","ES","","","","Spain - Cabo de Gata-Níjar","Spain - Cabo de Gata-Níjar","","","","","","","","","","","","36.731834","-2.146711","EPSG:4326","10.0","","","","36.731834","","-2.146711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","HumanObservation","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","917ea1f4-6cd8-4699-b4d5-ac32777bebc8","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
"dr603","","","CC-BY-NC 4.0 (Int)","MBM - Herbário do Museu Botânico Municipal","","","","ab5c0b99-5af3-4958-b03c-0b7e85481cc1","","3b8e9d83-b2d4-4a97-973c-31d98b67b1e9","GBIF.ES","GBIF-REPATRIADOS","","MBM","PRESERVED_SPECIMEN","","","","1095437818","77344","s.n.","Socorro","","","","","","","","","PRESENT","","","","","","","BRA:MBM:MBM:77344","MBM","","","","","","Androcymbium europaeum","","","","","","","","","","","","","","","","","","","","","","","","","","","","Spain","ES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740599","","","","","","","2740599","Androcymbium europaeum","","","","","","","","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","","","","species","","(Lange) K.Richt.","Azafrán de Almería","","","","","PreservedSpecimen","","","Androcymbium europaeum","","","","","","","","","","","Published dataset","","63dd8f3f-f932-4a98-b02c-7de51e1d3f71","","","Androcymbium europaeum (Lange) K.Richt.","Europe","","","","","","","",""
